answer,candidate_id,gate_id,gate_version,severity,result,observed_value,envelope,reason
ACCESSIBLE,ACCESSIBLE-ec65c801,REAL_FAMILIARITY,m10.gates.0,MANDATORY,PASS,"{""provider"":""wordfreq"",""sourceVersion"":""v3.2"",""packageVersion"":""3.1.1"",""sourceRevision"":""42233e6c36ce792031bcccfa17cdd0cec9af5fa7"",""normalizationVersion"":""zipf-linear-v1"",""source"":""https://github.com/rspeer/wordfreq"",""license"":""Apache-2.0 code; included source data requires CC BY-SA 4.0 attribution"",""wordlist"":""large"",""language"":""en""}","""wordfreq with source and normalization metadata""",Approved real familiarity provider is active.
ACCESSIBLE,ACCESSIBLE-ec65c801,COMPARATIVE_DIFFICULTY,m10.gates.0,QUALITY,PASS,"""middle""","""middle""",Candidate is in the preferred middle band.
ACCESSIBLE,ACCESSIBLE-ec65c801,MEDAL_DISTRIBUTION,m10.gates.0,QUALITY,PASS,"{""gold"":0.088,""silver"":0.782,""bronze"":0.13}","""not degenerate""",REGULAR medal distribution is non-degenerate.
ACCESSIBLE,ACCESSIBLE-ec65c801,VOCABULARY_ACCESSIBILITY,m10.gates.0,QUALITY,WARN,"{""rareWordDependency"":1,""meanPlayedFamiliarity"":0.293781323988776}","""rare dependency<=.95 and familiarity>=.1""",Vocabulary accessibility is an extreme relative diagnostic.
ACCESSIBLE,ACCESSIBLE-ec65c801,MOVE_SPACE_SANITY,m10.gates.0,DIAGNOSTIC,PASS,4938,"{""p10"":4240,""p90"":5956}",Opportunity density is not a pool-tail outlier.
ACCESSIBLE,ACCESSIBLE-ec65c801,TILE_PARTICIPATION,m10.gates.0,DIAGNOSTIC,WARN,1517,"""<=0.9""",Tile participation is uneven but not a hard validity failure.
ACCESSIBLE,ACCESSIBLE-ec65c801,HEXALINK_SANITY,m10.gates.0,DIAGNOSTIC,PASS,0.234,""".01-.95""",Hexalink geometry and participation are non-pathological.
ACCESSIBLE,ACCESSIBLE-ec65c801,HISTORICAL_SIMILARITY,m10.gates.0,QUALITY,PASS,82.238,"{""p10"":null,""p90"":null,""median"":null,""count"":0}",Historical envelope is in warm-up.
ACCESSIBLE,ACCESSIBLE-ec65c801,SELECTION_MARGIN,m10.gates.0,QUALITY,PASS,"{""band"":""middle"",""rank"":5}","""middle band""",Candidate is in the selected relative region.
ACCESSIBLE,ACCESSIBLE-ec65c801,MONTE_CARLO_STABILITY,m10.gates.0,QUALITY,PASS,0.57512475336027,"""<=2""",REGULAR score uncertainty is bounded.
ACCESSIBLE,ACCESSIBLE-ec65c801,PUBLIC_PRIVATE_SEPARATION,m10.gates.0,MANDATORY,PASS,true,true,Public artifact contains no private fields.
ACCESSIBLE,ACCESSIBLE-ec65c801,ARTIFACT_SCHEMA,m10.gates.0,MANDATORY,PASS,true,true,"Public, private, and queue schemas passed."
ACCESSIBLE,ACCESSIBLE-ec65c801,REPRODUCIBILITY,m10.gates.0,MANDATORY,PASS,true,true,Regeneration reproduced candidate identity and hashes.
ACCOUNTING,ACCOUNTING-438165fc,STRUCTURAL_CERTIFICATION,m10.gates.0,MANDATORY,PASS,"{""certified"":true,""score"":110}","""certified=true; replay score>=100""",M6 certification and Gold replay passed.
ACCOUNTING,ACCOUNTING-438165fc,DATA_INTEGRITY,m10.gates.0,MANDATORY,PASS,"{""policyVersion"":""m10.0"",""gateVersion"":""m10.gates.0"",""selectorVersion"":""m10.0"",""generatorVersion"":""m6.0"",""rulesVersion"":""qjynn-rules-local"",""vocabularyVersion"":""1.0"",""simulatorVersion"":""m8.1"",""playerModelVersion"":""m8.1.players.0"",""familiarity"":{""provider"":""wordfreq"",""sourceVersion"":""v3.2"",""packageVersion"":""3.1.1"",""sourceRevision"":""42233e6c36ce792031bcccfa17cdd0cec9af5fa7"",""normalizationVersion"":""zipf-linear-v1"",""source"":""https://github.com/rspeer/wordfreq"",""license"":""Apache-2.0 code; included source data requires CC BY-SA 4.0 attribution"",""wordlist"":""large"",""language"":""en""},""publicationValidatorVersion"":""m10.validator.0""}","""known versions and grid hash""",Required versions and grid hash are present.
ACCOUNTING,ACCOUNTING-438165fc,REAL_FAMILIARITY,m10.gates.0,MANDATORY,PASS,"{""provider"":""wordfreq"",""sourceVersion"":""v3.2"",""packageVersion"":""3.1.1"",""sourceRevision"":""42233e6c36ce792031bcccfa17cdd0cec9af5fa7"",""normalizationVersion"":""zipf-linear-v1"",""source"":""https://github.com/rspeer/wordfreq"",""license"":""Apache-2.0 code; included source data requires CC BY-SA 4.0 attribution"",""wordlist"":""large"",""language"":""en""}","""wordfreq with source and normalization metadata""",Approved real familiarity provider is active.
ACCOUNTING,ACCOUNTING-438165fc,COMPARATIVE_DIFFICULTY,m10.gates.0,QUALITY,PASS,"""middle""","""middle""",Candidate is in the preferred middle band.
ACCOUNTING,ACCOUNTING-438165fc,MEDAL_DISTRIBUTION,m10.gates.0,QUALITY,PASS,"{""gold"":0.098,""silver"":0.776,""bronze"":0.126}","""not degenerate""",REGULAR medal distribution is non-degenerate.
ACCOUNTING,ACCOUNTING-438165fc,VOCABULARY_ACCESSIBILITY,m10.gates.0,QUALITY,WARN,"{""rareWordDependency"":1,""meanPlayedFamiliarity"":0.3029657442377306}","""rare dependency<=.95 and familiarity>=.1""",Vocabulary accessibility is an extreme relative diagnostic.
ACCOUNTING,ACCOUNTING-438165fc,MOVE_SPACE_SANITY,m10.gates.0,DIAGNOSTIC,PASS,5854,"{""p10"":4830,""p90"":6095}",Opportunity density is not a pool-tail outlier.
ACCOUNTING,ACCOUNTING-438165fc,TILE_PARTICIPATION,m10.gates.0,DIAGNOSTIC,WARN,1221,"""<=0.9""",Tile participation is uneven but not a hard validity failure.
ACCOUNTING,ACCOUNTING-438165fc,HEXALINK_SANITY,m10.gates.0,DIAGNOSTIC,PASS,0.26,""".01-.95""",Hexalink geometry and participation are non-pathological.
ACCOUNTING,ACCOUNTING-438165fc,HISTORICAL_SIMILARITY,m10.gates.0,QUALITY,PASS,82.802,"{""p10"":null,""p90"":null,""median"":null,""count"":0}",Historical envelope is in warm-up.
ACCOUNTING,ACCOUNTING-438165fc,SELECTION_MARGIN,m10.gates.0,QUALITY,PASS,"{""band"":""middle"",""rank"":6}","""middle band""",Candidate is in the selected relative region.
ACCOUNTING,ACCOUNTING-438165fc,MONTE_CARLO_STABILITY,m10.gates.0,QUALITY,PASS,0.5274256338070668,"""<=2""",REGULAR score uncertainty is bounded.
ACCOUNTING,ACCOUNTING-438165fc,PUBLIC_PRIVATE_SEPARATION,m10.gates.0,MANDATORY,PASS,true,true,Public artifact contains no private fields.
ACCOUNTING,ACCOUNTING-438165fc,ARTIFACT_SCHEMA,m10.gates.0,MANDATORY,PASS,true,true,"Public, private, and queue schemas passed."
ACCOUNTING,ACCOUNTING-438165fc,REPRODUCIBILITY,m10.gates.0,MANDATORY,PASS,true,true,Regeneration reproduced candidate identity and hashes.
ACCOUNTING,ACCOUNTING-75d63bd5,STRUCTURAL_CERTIFICATION,m10.gates.0,MANDATORY,PASS,"{""certified"":true,""score"":110}","""certified=true; replay score>=100""",M6 certification and Gold replay passed.
ACCOUNTING,ACCOUNTING-75d63bd5,DATA_INTEGRITY,m10.gates.0,MANDATORY,PASS,"{""policyVersion"":""m10.0"",""gateVersion"":""m10.gates.0"",""selectorVersion"":""m10.0"",""generatorVersion"":""m6.0"",""rulesVersion"":""qjynn-rules-local"",""vocabularyVersion"":""1.0"",""simulatorVersion"":""m8.1"",""playerModelVersion"":""m8.1.players.0"",""familiarity"":{""provider"":""wordfreq"",""sourceVersion"":""v3.2"",""packageVersion"":""3.1.1"",""sourceRevision"":""42233e6c36ce792031bcccfa17cdd0cec9af5fa7"",""normalizationVersion"":""zipf-linear-v1"",""source"":""https://github.com/rspeer/wordfreq"",""license"":""Apache-2.0 code; included source data requires CC BY-SA 4.0 attribution"",""wordlist"":""large"",""language"":""en""},""publicationValidatorVersion"":""m10.validator.0""}","""known versions and grid hash""",Required versions and grid hash are present.
ACCOUNTING,ACCOUNTING-75d63bd5,REAL_FAMILIARITY,m10.gates.0,MANDATORY,PASS,"{""provider"":""wordfreq"",""sourceVersion"":""v3.2"",""packageVersion"":""3.1.1"",""sourceRevision"":""42233e6c36ce792031bcccfa17cdd0cec9af5fa7"",""normalizationVersion"":""zipf-linear-v1"",""source"":""https://github.com/rspeer/wordfreq"",""license"":""Apache-2.0 code; included source data requires CC BY-SA 4.0 attribution"",""wordlist"":""large"",""language"":""en""}","""wordfreq with source and normalization metadata""",Approved real familiarity provider is active.
ACCOUNTING,ACCOUNTING-75d63bd5,COMPARATIVE_DIFFICULTY,m10.gates.0,QUALITY,PASS,"""middle""","""middle""",Candidate is in the preferred middle band.
ACCOUNTING,ACCOUNTING-75d63bd5,MEDAL_DISTRIBUTION,m10.gates.0,QUALITY,PASS,"{""gold"":0.092,""silver"":0.798,""bronze"":0.11}","""not degenerate""",REGULAR medal distribution is non-degenerate.
ACCOUNTING,ACCOUNTING-75d63bd5,VOCABULARY_ACCESSIBILITY,m10.gates.0,QUALITY,WARN,"{""rareWordDependency"":1,""meanPlayedFamiliarity"":0.30506989975590787}","""rare dependency<=.95 and familiarity>=.1""",Vocabulary accessibility is an extreme relative diagnostic.
ACCOUNTING,ACCOUNTING-75d63bd5,MOVE_SPACE_SANITY,m10.gates.0,DIAGNOSTIC,WARN,6218,"{""p10"":4830,""p90"":6095}",Opportunity density is in a pool tail.
ACCOUNTING,ACCOUNTING-75d63bd5,TILE_PARTICIPATION,m10.gates.0,DIAGNOSTIC,WARN,2636,"""<=0.9""",Tile participation is uneven but not a hard validity failure.
ACCOUNTING,ACCOUNTING-75d63bd5,HEXALINK_SANITY,m10.gates.0,DIAGNOSTIC,PASS,0.186,""".01-.95""",Hexalink geometry and participation are non-pathological.
ACCOUNTING,ACCOUNTING-75d63bd5,HISTORICAL_SIMILARITY,m10.gates.0,QUALITY,PASS,82.804,"{""p10"":null,""p90"":null,""median"":null,""count"":0}",Historical envelope is in warm-up.
ACCOUNTING,ACCOUNTING-75d63bd5,SELECTION_MARGIN,m10.gates.0,QUALITY,PASS,"{""band"":""middle"",""rank"":5}","""middle band""",Candidate is in the selected relative region.
ACCOUNTING,ACCOUNTING-75d63bd5,MONTE_CARLO_STABILITY,m10.gates.0,QUALITY,PASS,0.5801266999128786,"""<=2""",REGULAR score uncertainty is bounded.
ACCOUNTING,ACCOUNTING-75d63bd5,PUBLIC_PRIVATE_SEPARATION,m10.gates.0,MANDATORY,PASS,true,true,Public artifact contains no private fields.
ACCOUNTING,ACCOUNTING-75d63bd5,ARTIFACT_SCHEMA,m10.gates.0,MANDATORY,PASS,true,true,"Public, private, and queue schemas passed."
ACCOUNTING,ACCOUNTING-75d63bd5,REPRODUCIBILITY,m10.gates.0,MANDATORY,PASS,true,true,Regeneration reproduced candidate identity and hashes.
ACCOUNTING,ACCOUNTING-d70baab0,STRUCTURAL_CERTIFICATION,m10.gates.0,MANDATORY,PASS,"{""certified"":true,""score"":110}","""certified=true; replay score>=100""",M6 certification and Gold replay passed.
ACCOUNTING,ACCOUNTING-d70baab0,DATA_INTEGRITY,m10.gates.0,MANDATORY,PASS,"{""policyVersion"":""m10.0"",""gateVersion"":""m10.gates.0"",""selectorVersion"":""m10.0"",""generatorVersion"":""m6.0"",""rulesVersion"":""qjynn-rules-local"",""vocabularyVersion"":""1.0"",""simulatorVersion"":""m8.1"",""playerModelVersion"":""m8.1.players.0"",""familiarity"":{""provider"":""wordfreq"",""sourceVersion"":""v3.2"",""packageVersion"":""3.1.1"",""sourceRevision"":""42233e6c36ce792031bcccfa17cdd0cec9af5fa7"",""normalizationVersion"":""zipf-linear-v1"",""source"":""https://github.com/rspeer/wordfreq"",""license"":""Apache-2.0 code; included source data requires CC BY-SA 4.0 attribution"",""wordlist"":""large"",""language"":""en""},""publicationValidatorVersion"":""m10.validator.0""}","""known versions and grid hash""",Required versions and grid hash are present.
ACCOUNTING,ACCOUNTING-d70baab0,REAL_FAMILIARITY,m10.gates.0,MANDATORY,PASS,"{""provider"":""wordfreq"",""sourceVersion"":""v3.2"",""packageVersion"":""3.1.1"",""sourceRevision"":""42233e6c36ce792031bcccfa17cdd0cec9af5fa7"",""normalizationVersion"":""zipf-linear-v1"",""source"":""https://github.com/rspeer/wordfreq"",""license"":""Apache-2.0 code; included source data requires CC BY-SA 4.0 attribution"",""wordlist"":""large"",""language"":""en""}","""wordfreq with source and normalization metadata""",Approved real familiarity provider is active.
ACCOUNTING,ACCOUNTING-d70baab0,COMPARATIVE_DIFFICULTY,m10.gates.0,QUALITY,PASS,"""middle""","""middle""",Candidate is in the preferred middle band.
ACCOUNTING,ACCOUNTING-d70baab0,MEDAL_DISTRIBUTION,m10.gates.0,QUALITY,PASS,"{""gold"":0.064,""silver"":0.806,""bronze"":0.13}","""not degenerate""",REGULAR medal distribution is non-degenerate.
ACCOUNTING,ACCOUNTING-d70baab0,VOCABULARY_ACCESSIBILITY,m10.gates.0,QUALITY,WARN,"{""rareWordDependency"":1,""meanPlayedFamiliarity"":0.2928415292267259}","""rare dependency<=.95 and familiarity>=.1""",Vocabulary accessibility is an extreme relative diagnostic.
ACCOUNTING,ACCOUNTING-d70baab0,MOVE_SPACE_SANITY,m10.gates.0,DIAGNOSTIC,PASS,5643,"{""p10"":4830,""p90"":6095}",Opportunity density is not a pool-tail outlier.
ACCOUNTING,ACCOUNTING-d70baab0,TILE_PARTICIPATION,m10.gates.0,DIAGNOSTIC,WARN,2294,"""<=0.9""",Tile participation is uneven but not a hard validity failure.
ACCOUNTING,ACCOUNTING-d70baab0,HEXALINK_SANITY,m10.gates.0,DIAGNOSTIC,PASS,0.208,""".01-.95""",Hexalink geometry and participation are non-pathological.
ACCOUNTING,ACCOUNTING-d70baab0,HISTORICAL_SIMILARITY,m10.gates.0,QUALITY,PASS,82.168,"{""p10"":null,""p90"":null,""median"":null,""count"":0}",Historical envelope is in warm-up.
ACCOUNTING,ACCOUNTING-d70baab0,SELECTION_MARGIN,m10.gates.0,QUALITY,PASS,"{""band"":""middle"",""rank"":7}","""middle band""",Candidate is in the selected relative region.
ACCOUNTING,ACCOUNTING-d70baab0,MONTE_CARLO_STABILITY,m10.gates.0,QUALITY,PASS,0.5388808572525589,"""<=2""",REGULAR score uncertainty is bounded.
ACCOUNTING,ACCOUNTING-d70baab0,PUBLIC_PRIVATE_SEPARATION,m10.gates.0,MANDATORY,PASS,true,true,Public artifact contains no private fields.
ACCOUNTING,ACCOUNTING-d70baab0,ARTIFACT_SCHEMA,m10.gates.0,MANDATORY,PASS,true,true,"Public, private, and queue schemas passed."
ACCOUNTING,ACCOUNTING-d70baab0,REPRODUCIBILITY,m10.gates.0,MANDATORY,PASS,true,true,Regeneration reproduced candidate identity and hashes.
ADVENTURES,ADVENTURES-d1f01309,STRUCTURAL_CERTIFICATION,m10.gates.0,MANDATORY,PASS,"{""certified"":true,""score"":110}","""certified=true; replay score>=100""",M6 certification and Gold replay passed.
ADVENTURES,ADVENTURES-d1f01309,DATA_INTEGRITY,m10.gates.0,MANDATORY,PASS,"{""policyVersion"":""m10.0"",""gateVersion"":""m10.gates.0"",""selectorVersion"":""m10.0"",""generatorVersion"":""m6.0"",""rulesVersion"":""qjynn-rules-local"",""vocabularyVersion"":""1.0"",""simulatorVersion"":""m8.1"",""playerModelVersion"":""m8.1.players.0"",""familiarity"":{""provider"":""wordfreq"",""sourceVersion"":""v3.2"",""packageVersion"":""3.1.1"",""sourceRevision"":""42233e6c36ce792031bcccfa17cdd0cec9af5fa7"",""normalizationVersion"":""zipf-linear-v1"",""source"":""https://github.com/rspeer/wordfreq"",""license"":""Apache-2.0 code; included source data requires CC BY-SA 4.0 attribution"",""wordlist"":""large"",""language"":""en""},""publicationValidatorVersion"":""m10.validator.0""}","""known versions and grid hash""",Required versions and grid hash are present.
ADVENTURES,ADVENTURES-d1f01309,REAL_FAMILIARITY,m10.gates.0,MANDATORY,PASS,"{""provider"":""wordfreq"",""sourceVersion"":""v3.2"",""packageVersion"":""3.1.1"",""sourceRevision"":""42233e6c36ce792031bcccfa17cdd0cec9af5fa7"",""normalizationVersion"":""zipf-linear-v1"",""source"":""https://github.com/rspeer/wordfreq"",""license"":""Apache-2.0 code; included source data requires CC BY-SA 4.0 attribution"",""wordlist"":""large"",""language"":""en""}","""wordfreq with source and normalization metadata""",Approved real familiarity provider is active.
ADVENTURES,ADVENTURES-d1f01309,COMPARATIVE_DIFFICULTY,m10.gates.0,QUALITY,PASS,"""middle""","""middle""",Candidate is in the preferred middle band.
ADVENTURES,ADVENTURES-d1f01309,MEDAL_DISTRIBUTION,m10.gates.0,QUALITY,PASS,"{""gold"":0.12,""silver"":0.772,""bronze"":0.108}","""not degenerate""",REGULAR medal distribution is non-degenerate.
ADVENTURES,ADVENTURES-d1f01309,VOCABULARY_ACCESSIBILITY,m10.gates.0,QUALITY,WARN,"{""rareWordDependency"":1,""meanPlayedFamiliarity"":0.31907904329666664}","""rare dependency<=.95 and familiarity>=.1""",Vocabulary accessibility is an extreme relative diagnostic.
ADVENTURES,ADVENTURES-d1f01309,MOVE_SPACE_SANITY,m10.gates.0,DIAGNOSTIC,PASS,5763,"{""p10"":4975,""p90"":5943}",Opportunity density is not a pool-tail outlier.
ADVENTURES,ADVENTURES-d1f01309,TILE_PARTICIPATION,m10.gates.0,DIAGNOSTIC,WARN,2519,"""<=0.9""",Tile participation is uneven but not a hard validity failure.
ADVENTURES,ADVENTURES-d1f01309,HEXALINK_SANITY,m10.gates.0,DIAGNOSTIC,PASS,0.254,""".01-.95""",Hexalink geometry and participation are non-pathological.
ADVENTURES,ADVENTURES-d1f01309,HISTORICAL_SIMILARITY,m10.gates.0,QUALITY,PASS,83.836,"{""p10"":null,""p90"":null,""median"":null,""count"":0}",Historical envelope is in warm-up.
ADVENTURES,ADVENTURES-d1f01309,SELECTION_MARGIN,m10.gates.0,QUALITY,PASS,"{""band"":""middle"",""rank"":6}","""middle band""",Candidate is in the selected relative region.
ADVENTURES,ADVENTURES-d1f01309,MONTE_CARLO_STABILITY,m10.gates.0,QUALITY,PASS,0.5687065292977249,"""<=2""",REGULAR score uncertainty is bounded.
ADVENTURES,ADVENTURES-d1f01309,PUBLIC_PRIVATE_SEPARATION,m10.gates.0,MANDATORY,PASS,true,true,Public artifact contains no private fields.
ADVENTURES,ADVENTURES-d1f01309,ARTIFACT_SCHEMA,m10.gates.0,MANDATORY,PASS,true,true,"Public, private, and queue schemas passed."
ADVENTURES,ADVENTURES-d1f01309,REPRODUCIBILITY,m10.gates.0,MANDATORY,PASS,true,true,Regeneration reproduced candidate identity and hashes.
ADVENTURES,ADVENTURES-e4267b05,STRUCTURAL_CERTIFICATION,m10.gates.0,MANDATORY,PASS,"{""certified"":true,""score"":100}","""certified=true; replay score>=100""",M6 certification and Gold replay passed.
ADVENTURES,ADVENTURES-e4267b05,DATA_INTEGRITY,m10.gates.0,MANDATORY,PASS,"{""policyVersion"":""m10.0"",""gateVersion"":""m10.gates.0"",""selectorVersion"":""m10.0"",""generatorVersion"":""m6.0"",""rulesVersion"":""qjynn-rules-local"",""vocabularyVersion"":""1.0"",""simulatorVersion"":""m8.1"",""playerModelVersion"":""m8.1.players.0"",""familiarity"":{""provider"":""wordfreq"",""sourceVersion"":""v3.2"",""packageVersion"":""3.1.1"",""sourceRevision"":""42233e6c36ce792031bcccfa17cdd0cec9af5fa7"",""normalizationVersion"":""zipf-linear-v1"",""source"":""https://github.com/rspeer/wordfreq"",""license"":""Apache-2.0 code; included source data requires CC BY-SA 4.0 attribution"",""wordlist"":""large"",""language"":""en""},""publicationValidatorVersion"":""m10.validator.0""}","""known versions and grid hash""",Required versions and grid hash are present.
ADVENTURES,ADVENTURES-e4267b05,REAL_FAMILIARITY,m10.gates.0,MANDATORY,PASS,"{""provider"":""wordfreq"",""sourceVersion"":""v3.2"",""packageVersion"":""3.1.1"",""sourceRevision"":""42233e6c36ce792031bcccfa17cdd0cec9af5fa7"",""normalizationVersion"":""zipf-linear-v1"",""source"":""https://github.com/rspeer/wordfreq"",""license"":""Apache-2.0 code; included source data requires CC BY-SA 4.0 attribution"",""wordlist"":""large"",""language"":""en""}","""wordfreq with source and normalization metadata""",Approved real familiarity provider is active.
ADVENTURES,ADVENTURES-e4267b05,COMPARATIVE_DIFFICULTY,m10.gates.0,QUALITY,PASS,"""middle""","""middle""",Candidate is in the preferred middle band.
ADVENTURES,ADVENTURES-e4267b05,MEDAL_DISTRIBUTION,m10.gates.0,QUALITY,PASS,"{""gold"":0.1,""silver"":0.8,""bronze"":0.1}","""not degenerate""",REGULAR medal distribution is non-degenerate.
ADVENTURES,ADVENTURES-e4267b05,VOCABULARY_ACCESSIBILITY,m10.gates.0,QUALITY,WARN,"{""rareWordDependency"":1,""meanPlayedFamiliarity"":0.30926240141015826}","""rare dependency<=.95 and familiarity>=.1""",Vocabulary accessibility is an extreme relative diagnostic.
ADVENTURES,ADVENTURES-e4267b05,MOVE_SPACE_SANITY,m10.gates.0,DIAGNOSTIC,PASS,5644,"{""p10"":4975,""p90"":5943}",Opportunity density is not a pool-tail outlier.
ADVENTURES,ADVENTURES-e4267b05,TILE_PARTICIPATION,m10.gates.0,DIAGNOSTIC,WARN,1886,"""<=0.9""",Tile participation is uneven but not a hard validity failure.
ADVENTURES,ADVENTURES-e4267b05,HEXALINK_SANITY,m10.gates.0,DIAGNOSTIC,PASS,0.25,""".01-.95""",Hexalink geometry and participation are non-pathological.
ADVENTURES,ADVENTURES-e4267b05,HISTORICAL_SIMILARITY,m10.gates.0,QUALITY,PASS,83.918,"{""p10"":null,""p90"":null,""median"":null,""count"":0}",Historical envelope is in warm-up.
ADVENTURES,ADVENTURES-e4267b05,SELECTION_MARGIN,m10.gates.0,QUALITY,PASS,"{""band"":""middle"",""rank"":5}","""middle band""",Candidate is in the selected relative region.
ADVENTURES,ADVENTURES-e4267b05,MONTE_CARLO_STABILITY,m10.gates.0,QUALITY,PASS,0.5433763256945422,"""<=2""",REGULAR score uncertainty is bounded.
ADVENTURES,ADVENTURES-e4267b05,PUBLIC_PRIVATE_SEPARATION,m10.gates.0,MANDATORY,PASS,true,true,Public artifact contains no private fields.
ADVENTURES,ADVENTURES-e4267b05,ARTIFACT_SCHEMA,m10.gates.0,MANDATORY,PASS,true,true,"Public, private, and queue schemas passed."
ADVENTURES,ADVENTURES-e4267b05,REPRODUCIBILITY,m10.gates.0,MANDATORY,PASS,true,true,Regeneration reproduced candidate identity and hashes.
ADVENTURES,ADVENTURES-3fe980ff,STRUCTURAL_CERTIFICATION,m10.gates.0,MANDATORY,PASS,"{""certified"":true,""score"":110}","""certified=true; replay score>=100""",M6 certification and Gold replay passed.
ADVENTURES,ADVENTURES-3fe980ff,DATA_INTEGRITY,m10.gates.0,MANDATORY,PASS,"{""policyVersion"":""m10.0"",""gateVersion"":""m10.gates.0"",""selectorVersion"":""m10.0"",""generatorVersion"":""m6.0"",""rulesVersion"":""qjynn-rules-local"",""vocabularyVersion"":""1.0"",""simulatorVersion"":""m8.1"",""playerModelVersion"":""m8.1.players.0"",""familiarity"":{""provider"":""wordfreq"",""sourceVersion"":""v3.2"",""packageVersion"":""3.1.1"",""sourceRevision"":""42233e6c36ce792031bcccfa17cdd0cec9af5fa7"",""normalizationVersion"":""zipf-linear-v1"",""source"":""https://github.com/rspeer/wordfreq"",""license"":""Apache-2.0 code; included source data requires CC BY-SA 4.0 attribution"",""wordlist"":""large"",""language"":""en""},""publicationValidatorVersion"":""m10.validator.0""}","""known versions and grid hash""",Required versions and grid hash are present.
ADVENTURES,ADVENTURES-3fe980ff,REAL_FAMILIARITY,m10.gates.0,MANDATORY,PASS,"{""provider"":""wordfreq"",""sourceVersion"":""v3.2"",""packageVersion"":""3.1.1"",""sourceRevision"":""42233e6c36ce792031bcccfa17cdd0cec9af5fa7"",""normalizationVersion"":""zipf-linear-v1"",""source"":""https://github.com/rspeer/wordfreq"",""license"":""Apache-2.0 code; included source data requires CC BY-SA 4.0 attribution"",""wordlist"":""large"",""language"":""en""}","""wordfreq with source and normalization metadata""",Approved real familiarity provider is active.
ADVENTURES,ADVENTURES-3fe980ff,COMPARATIVE_DIFFICULTY,m10.gates.0,QUALITY,PASS,"""middle""","""middle""",Candidate is in the preferred middle band.
ADVENTURES,ADVENTURES-3fe980ff,MEDAL_DISTRIBUTION,m10.gates.0,QUALITY,PASS,"{""gold"":0.102,""silver"":0.8,""bronze"":0.098}","""not degenerate""",REGULAR medal distribution is non-degenerate.
ADVENTURES,ADVENTURES-3fe980ff,VOCABULARY_ACCESSIBILITY,m10.gates.0,QUALITY,WARN,"{""rareWordDependency"":1,""meanPlayedFamiliarity"":0.3069119239644512}","""rare dependency<=.95 and familiarity>=.1""",Vocabulary accessibility is an extreme relative diagnostic.
ADVENTURES,ADVENTURES-3fe980ff,MOVE_SPACE_SANITY,m10.gates.0,DIAGNOSTIC,PASS,5943,"{""p10"":4975,""p90"":5943}",Opportunity density is not a pool-tail outlier.
ADVENTURES,ADVENTURES-3fe980ff,TILE_PARTICIPATION,m10.gates.0,DIAGNOSTIC,WARN,2000,"""<=0.9""",Tile participation is uneven but not a hard validity failure.
ADVENTURES,ADVENTURES-3fe980ff,HEXALINK_SANITY,m10.gates.0,DIAGNOSTIC,PASS,0.18,""".01-.95""",Hexalink geometry and participation are non-pathological.
ADVENTURES,ADVENTURES-3fe980ff,HISTORICAL_SIMILARITY,m10.gates.0,QUALITY,PASS,83.248,"{""p10"":null,""p90"":null,""median"":null,""count"":0}",Historical envelope is in warm-up.
ADVENTURES,ADVENTURES-3fe980ff,SELECTION_MARGIN,m10.gates.0,QUALITY,PASS,"{""band"":""middle"",""rank"":7}","""middle band""",Candidate is in the selected relative region.
ADVENTURES,ADVENTURES-3fe980ff,MONTE_CARLO_STABILITY,m10.gates.0,QUALITY,PASS,0.5026531695268041,"""<=2""",REGULAR score uncertainty is bounded.
ADVENTURES,ADVENTURES-3fe980ff,PUBLIC_PRIVATE_SEPARATION,m10.gates.0,MANDATORY,PASS,true,true,Public artifact contains no private fields.
ADVENTURES,ADVENTURES-3fe980ff,ARTIFACT_SCHEMA,m10.gates.0,MANDATORY,PASS,true,true,"Public, private, and queue schemas passed."
ADVENTURES,ADVENTURES-3fe980ff,REPRODUCIBILITY,m10.gates.0,MANDATORY,PASS,true,true,Regeneration reproduced candidate identity and hashes.
AGGRAVATED,AGGRAVATED-fdf03c15,STRUCTURAL_CERTIFICATION,m10.gates.0,MANDATORY,PASS,"{""certified"":true,""score"":110}","""certified=true; replay score>=100""",M6 certification and Gold replay passed.
AGGRAVATED,AGGRAVATED-fdf03c15,DATA_INTEGRITY,m10.gates.0,MANDATORY,PASS,"{""policyVersion"":""m10.0"",""gateVersion"":""m10.gates.0"",""selectorVersion"":""m10.0"",""generatorVersion"":""m6.0"",""rulesVersion"":""qjynn-rules-local"",""vocabularyVersion"":""1.0"",""simulatorVersion"":""m8.1"",""playerModelVersion"":""m8.1.players.0"",""familiarity"":{""provider"":""wordfreq"",""sourceVersion"":""v3.2"",""packageVersion"":""3.1.1"",""sourceRevision"":""42233e6c36ce792031bcccfa17cdd0cec9af5fa7"",""normalizationVersion"":""zipf-linear-v1"",""source"":""https://github.com/rspeer/wordfreq"",""license"":""Apache-2.0 code; included source data requires CC BY-SA 4.0 attribution"",""wordlist"":""large"",""language"":""en""},""publicationValidatorVersion"":""m10.validator.0""}","""known versions and grid hash""",Required versions and grid hash are present.
